InteractionID	UniprotID_A	UniprotName_A	GeneName_A	UniprotID_B	UniprotName_B	GeneName_B	Experiments	Methods	Publications	3DStructures	CurationEvents
3244761	P25054	APC_HUMAN	APC	O14640	DVL1_HUMAN	DVL1	2	2	2	0	6
3245003	P25054	APC_HUMAN	APC	P35222	CTNB1_HUMAN	CTNNB1	37	10	30	2	47
3314623	P25054	APC_HUMAN	APC	Q15691	MARE1_HUMAN	MAPRE1	9	6	7	0	9
3320352	P25054	APC_HUMAN	APC	Q9NSA3	CNBP1_HUMAN	CTNNBIP1	3	3	2	0	3
3320353	P25054	APC_HUMAN	APC	Q02248	CTNB1_MOUSE	Ctnnb1	2	2	2	1	8
3351546	P25054	APC_HUMAN	APC	P14923	PLAK_HUMAN	JUP	9	8	7	0	9
3376271	P25054	APC_HUMAN	APC	Q5JTC6	AMER1_HUMAN	AMER1	3	2	3	0	3
3379714	P25054	APC_HUMAN	APC	Q8IUQ4	SIAH1_HUMAN	SIAH1	5	5	2	0	5
3379719	P25054	APC_HUMAN	APC	P68400	CSK21_HUMAN	CSNK2A1	4	4	2	0	5
3379774	P25054	APC_HUMAN	APC	O43683	BUB1_HUMAN	BUB1	5	5	2	0	5
3392237	P25054	APC_HUMAN	APC	O95243	MBD4_HUMAN	MBD4	2	2	2	0	2
3392238	P25054	APC_HUMAN	APC	O43251	RFOX2_HUMAN	RBFOX2	2	2	2	0	2
3392239	P25054	APC_HUMAN	APC	O95785	WIZ_HUMAN	WIZ	2	2	2	0	2
3392241	P25054	APC_HUMAN	APC	Q12802	AKP13_HUMAN	AKAP13	2	2	2	0	2
3392242	P25054	APC_HUMAN	APC	Q5T5U3	RHG21_HUMAN	ARHGAP21	2	2	2	0	2
3392243	P25054	APC_HUMAN	APC	Q9P0U3	SENP1_HUMAN	SENP1	2	2	2	0	2
3392245	P25054	APC_HUMAN	APC	Q99959	PKP2_HUMAN	PKP2	2	2	2	0	2
3392247	P25054	APC_HUMAN	APC	Q5T0W9	FA83B_HUMAN	FAM83B	2	2	2	0	2
3392248	P25054	APC_HUMAN	APC	Q13363	CTBP1_HUMAN	CTBP1	7	4	5	0	9
3392250	P25054	APC_HUMAN	APC	P29692	EF1D_HUMAN	EEF1D	2	2	2	0	2
3392251	P25054	APC_HUMAN	APC	Q9Y4R8	TELO2_HUMAN	TELO2	2	2	2	0	2
3392252	P25054	APC_HUMAN	APC	Q9H0U6	RM18_HUMAN	MRPL18	2	2	2	0	2
3392253	P25054	APC_HUMAN	APC	Q9Y6D9	MD1L1_HUMAN	MAD1L1	2	2	2	0	2
3392255	P25054	APC_HUMAN	APC	Q9H4B6	SAV1_HUMAN	SAV1	2	2	2	0	2
3558933	P25054	APC_HUMAN	APC	P25054	APC_HUMAN	APC	4	3	3	0	4
3648007	P25054	APC_HUMAN	APC	Q15555	MARE2_HUMAN	MAPRE2	4	3	2	0	4
3561501	P25067	CO8A2_HUMAN	COL8A2	P27658	CO8A1_HUMAN	COL8A1	2	2	2	0	2
3332253	P25098	ARBK1_HUMAN	ADRBK1	Q9Y2X7	GIT1_HUMAN	GIT1	5	4	3	0	8
3370555	P25098	ARBK1_HUMAN	ADRBK1	P35626	ARBK2_HUMAN	ADRBK2	3	2	2	0	3
3548472	P25098	ARBK1_HUMAN	ADRBK1	P49407	ARRB1_HUMAN	ARRB1	3	3	3	0	3
3551345	P25098	ARBK1_HUMAN	ADRBK1	P37840	SYUA_HUMAN	SNCA	2	2	2	0	2
3571877	P25098	ARBK1_HUMAN	ADRBK1	P62873	GBB1_HUMAN	GNB1	3	3	2	1	3
3564046	P25100	ADA1D_HUMAN	ADRA1D	Q13424	SNTA1_HUMAN	SNTA1	2	2	2	0	2
3564047	P25100	ADA1D_HUMAN	ADRA1D	Q13425	SNTB2_HUMAN	SNTB2	2	2	2	0	3
3564048	P25100	ADA1D_HUMAN	ADRA1D	Q13884	SNTB1_HUMAN	SNTB1	2	2	2	0	3
3213247	P25101	EDNRA_HUMAN	EDNRA	P05305	EDN1_HUMAN	EDN1	3	3	3	0	4
3396649	P25106	ACKR3_HUMAN	ACKR3	Q8N806	UBR7_HUMAN	UBR7	2	2	2	0	2
3396650	P25106	ACKR3_HUMAN	ACKR3	Q14674	ESPL1_HUMAN	ESPL1	2	2	2	0	2
3396651	P25106	ACKR3_HUMAN	ACKR3	Q5U5R9	HECD2_HUMAN	HECTD2	2	2	2	0	2
3396653	P25106	ACKR3_HUMAN	ACKR3	O75947	ATP5H_HUMAN	ATP5H	2	2	2	0	2
3396654	P25106	ACKR3_HUMAN	ACKR3	P06576	ATPB_HUMAN	ATP5B	3	2	3	0	4
3396655	P25106	ACKR3_HUMAN	ACKR3	P25705	ATPA_HUMAN	ATP5A1	3	2	3	0	4
3396656	P25106	ACKR3_HUMAN	ACKR3	P48047	ATPO_HUMAN	ATP5O	3	2	3	0	4
3351158	P25116	PAR1_HUMAN	F2R	Q9UNN8	EPCR_HUMAN	PROCR	3	2	2	0	6
3351159	P25116	PAR1_HUMAN	F2R	Q03135	CAV1_HUMAN	CAV1	4	3	2	0	8
3568384	P25116	PAR1_HUMAN	F2R	P04899	GNAI2_HUMAN	GNAI2	2	2	2	0	2
3701963	P25116	PAR1_HUMAN	F2R	Q8WUM4	PDC6I_HUMAN	PDCD6IP	4	2	3	0	4
3314122	P25205	MCM3_HUMAN	MCM3	P33992	MCM5_HUMAN	MCM5	12	8	10	0	14
3320227	P25205	MCM3_HUMAN	MCM3	P49736	MCM2_HUMAN	MCM2	11	9	8	0	12
3320249	P25205	MCM3_HUMAN	MCM3	Q7L590	MCM10_HUMAN	MCM10	3	3	2	0	3
3327208	P25205	MCM3_HUMAN	MCM3	Q08945	SSRP1_HUMAN	SSRP1	3	2	2	0	3
3425281	P25205	MCM3_HUMAN	MCM3	Q96T60	PNKP_HUMAN	PNKP	3	2	2	0	3
3558652	P25205	MCM3_HUMAN	MCM3	P24928	RPB1_HUMAN	POLR2A	2	2	2	0	2
3428887	P25208	NFYB_HUMAN	NFYB	Q9NR33	DPOE4_HUMAN	POLE4	5	4	2	0	7
3438337	P25208	NFYB_HUMAN	NFYB	Q14919	NC2A_HUMAN	DRAP1	6	5	2	0	7
3563785	P25208	NFYB_HUMAN	NFYB	Q09472	EP300_HUMAN	EP300	5	4	3	0	6
3567200	P25391	LAMA1_HUMAN	LAMA1	P14543	NID1_HUMAN	NID1	2	2	2	0	2
3567667	P25391	LAMA1_HUMAN	LAMA1	P98095	FBLN2_HUMAN	FBLN2	3	2	2	0	3
3728157	P25398	RS12_HUMAN	RPS12	P62244	RS15A_HUMAN	RPS15A	3	1	3	0	3
3728187	P25398	RS12_HUMAN	RPS12	P62249	RS16_HUMAN	RPS16	3	1	3	0	3
3728246	P25398	RS12_HUMAN	RPS12	P62266	RS23_HUMAN	RPS23	3	1	3	0	3
3728329	P25398	RS12_HUMAN	RPS12	P15880	RS2_HUMAN	RPS2	3	1	3	0	3
3728446	P25398	RS12_HUMAN	RPS12	P62753	RS6_HUMAN	RPS6	3	1	3	0	3
3728611	P25398	RS12_HUMAN	RPS12	P39019	RS19_HUMAN	RPS19	3	1	3	0	3
3728661	P25398	RS12_HUMAN	RPS12	P62854	RS26_HUMAN	RPS26	3	1	3	0	4
3728687	P25398	RS12_HUMAN	RPS12	P62241	RS8_HUMAN	RPS8	3	1	3	0	3
3728764	P25398	RS12_HUMAN	RPS12	P62277	RS13_HUMAN	RPS13	3	1	3	0	3
3728807	P25398	RS12_HUMAN	RPS12	P62857	RS28_HUMAN	RPS28	2	1	2	0	2
3728838	P25398	RS12_HUMAN	RPS12	P46782	RS5_HUMAN	RPS5	3	1	3	0	3
3728844	P25398	RS12_HUMAN	RPS12	P23396	RS3_HUMAN	RPS3	3	1	3	0	3
3728861	P25398	RS12_HUMAN	RPS12	P61247	RS3A_HUMAN	RPS3A	3	1	3	0	3
3728911	P25398	RS12_HUMAN	RPS12	P62847	RS24_HUMAN	RPS24	2	1	2	0	2
3770084	P25398	RS12_HUMAN	RPS12	P08865	RSSA_HUMAN	RPSA	2	1	2	0	2
3772118	P25398	RS12_HUMAN	RPS12	P62263	RS14_HUMAN	RPS14	2	1	2	0	2
3407413	P25440	BRD2_HUMAN	BRD2	Q6NUJ5	PWP2B_HUMAN	PWWP2B	2	2	2	0	2
3407414	P25440	BRD2_HUMAN	BRD2	O75528	TADA3_HUMAN	TADA3	2	2	2	0	2
3407415	P25440	BRD2_HUMAN	BRD2	Q99933	BAG1_HUMAN	BAG1	2	2	2	0	2
3407417	P25440	BRD2_HUMAN	BRD2	Q9H4G0	E41L1_HUMAN	EPB41L1	2	2	2	0	2
3407418	P25440	BRD2_HUMAN	BRD2	Q9BZ95	NSD3_HUMAN	WHSC1L1	2	2	2	0	2
3407419	P25440	BRD2_HUMAN	BRD2	P67870	CSK2B_HUMAN	CSNK2B	2	2	2	0	2
3407421	P25440	BRD2_HUMAN	BRD2	P55201	BRPF1_HUMAN	BRPF1	2	2	2	0	2
3407422	P25440	BRD2_HUMAN	BRD2	P20674	COX5A_HUMAN	COX5A	2	2	2	0	2
3407423	P25440	BRD2_HUMAN	BRD2	Q9Y4F1	FARP1_HUMAN	FARP1	2	2	2	0	2
3407424	P25440	BRD2_HUMAN	BRD2	P37802	TAGL2_HUMAN	TAGLN2	2	2	2	0	2
3549337	P25440	BRD2_HUMAN	BRD2	Q01094	E2F1_HUMAN	E2F1	3	3	2	0	4
3551651	P25440	BRD2_HUMAN	BRD2	Q14209	E2F2_HUMAN	E2F2	3	3	2	0	3
3314488	P25445	TNR6_HUMAN	FAS	Q92851	CASPA_HUMAN	CASP10	5	4	4	0	5
3314489	P25445	TNR6_HUMAN	FAS	Q14790	CASP8_HUMAN	CASP8	17	8	16	0	25
3314490	P25445	TNR6_HUMAN	FAS	Q13158	FADD_HUMAN	FADD	38	17	20	1	51
3331874	P25445	TNR6_HUMAN	FAS	P07947	YES_HUMAN	YES1	2	1	2	0	2
3354580	P25445	TNR6_HUMAN	FAS	Q03135	CAV1_HUMAN	CAV1	4	3	2	0	6
3354582	P25445	TNR6_HUMAN	FAS	P25445	TNR6_HUMAN	FAS	6	4	4	1	7
3360363	P25445	TNR6_HUMAN	FAS	O15519	CFLAR_HUMAN	CFLAR	5	3	4	0	9
3379611	P25445	TNR6_HUMAN	FAS	P55957	BID_HUMAN	BID	3	3	2	0	3
3564399	P25445	TNR6_HUMAN	FAS	P15311	EZRI_HUMAN	EZR	2	2	2	0	2
3330143	P25490	TYY1_HUMAN	YY1	O96019	ACL6A_HUMAN	ACTL6A	6	5	2	0	9
3330146	P25490	TYY1_HUMAN	YY1	Q9H981	ARP8_HUMAN	ACTR8	4	3	3	0	5
3330147	P25490	TYY1_HUMAN	YY1	Q9H9F9	ARP5_HUMAN	ACTR5	5	4	4	0	6
3330148	P25490	TYY1_HUMAN	YY1	P25490	TYY1_HUMAN	YY1	3	2	3	0	3
3372954	P25490	TYY1_HUMAN	YY1	P17844	DDX5_HUMAN	DDX5	2	2	2	0	2
3379421	P25490	TYY1_HUMAN	YY1	P04637	P53_HUMAN	TP53	7	2	5	0	9
3549220	P25490	TYY1_HUMAN	YY1	P08047	SP1_HUMAN	SP1	8	4	6	0	9
3667815	P25490	TYY1_HUMAN	YY1	Q9UQL6	HDAC5_HUMAN	HDAC5	2	1	2	0	3
3671914	P25490	TYY1_HUMAN	YY1	Q15910	EZH2_HUMAN	EZH2	3	2	2	0	4
3556081	P25685	DNJB1_HUMAN	DNAJB1	P16278	BGAL_HUMAN	GLB1	2	2	2	0	2
3568478	P25685	DNJB1_HUMAN	DNAJB1	P0DMV8	HS71A_HUMAN	HSPA1A	3	2	3	0	3
3568595	P25685	DNJB1_HUMAN	DNAJB1	Q00613	HSF1_HUMAN	HSF1	3	3	2	0	3
3572913	P25685	DNJB1_HUMAN	DNAJB1	P31948	STIP1_HUMAN	STIP1	2	2	2	0	2
3652605	P25685	DNJB1_HUMAN	DNAJB1	P11142	HSP7C_HUMAN	HSPA8	2	1	2	0	2
3709213	P25686	DNJB2_HUMAN	DNAJB2	P0CG48	UBC_HUMAN	UBC	3	3	2	0	3
3362761	P25705	ATPA_HUMAN	ATP5A1	Q9UBS0	KS6B2_HUMAN	RPS6KB2	3	3	2	0	3
3728881	P25705	ATPA_HUMAN	ATP5A1	P06576	ATPB_HUMAN	ATP5B	4	3	4	0	4
3729481	P25705	ATPA_HUMAN	ATP5A1	P30049	ATPD_HUMAN	ATP5D	3	2	3	0	3
3729613	P25705	ATPA_HUMAN	ATP5A1	P48047	ATPO_HUMAN	ATP5O	2	1	2	0	2
3731732	P25705	ATPA_HUMAN	ATP5A1	P08238	HS90B_HUMAN	HSP90AB1	2	1	2	0	2
3314169	P25786	PSA1_HUMAN	PSMA1	P49721	PSB2_HUMAN	PSMB2	9	4	9	0	11
3314170	P25786	PSA1_HUMAN	PSMA1	P28070	PSB4_HUMAN	PSMB4	6	3	6	2	7
3314171	P25786	PSA1_HUMAN	PSMA1	O14818	PSA7_HUMAN	PSMA7	15	8	10	1	22
3314172	P25786	PSA1_HUMAN	PSMA1	P60900	PSA6_HUMAN	PSMA6	9	6	9	0	11
3314173	P25786	PSA1_HUMAN	PSMA1	P20618	PSB1_HUMAN	PSMB1	6	3	6	2	6
3314174	P25786	PSA1_HUMAN	PSMA1	P25789	PSA4_HUMAN	PSMA4	12	7	9	2	13
3314175	P25786	PSA1_HUMAN	PSMA1	P28074	PSB5_HUMAN	PSMB5	7	4	7	0	9
3314176	P25786	PSA1_HUMAN	PSMA1	P25788	PSA3_HUMAN	PSMA3	16	10	12	2	17
3314177	P25786	PSA1_HUMAN	PSMA1	Q99436	PSB7_HUMAN	PSMB7	6	3	6	0	7
3314178	P25786	PSA1_HUMAN	PSMA1	P25787	PSA2_HUMAN	PSMA2	16	6	13	0	21
3314179	P25786	PSA1_HUMAN	PSMA1	P49720	PSB3_HUMAN	PSMB3	6	3	6	0	6
3314180	P25786	PSA1_HUMAN	PSMA1	P28066	PSA5_HUMAN	PSMA5	8	4	8	2	9
3314181	P25786	PSA1_HUMAN	PSMA1	P28072	PSB6_HUMAN	PSMB6	5	3	5	0	5
3316330	P25786	PSA1_HUMAN	PSMA1	P40306	PSB10_HUMAN	PSMB10	3	1	3	0	3
3318345	P25786	PSA1_HUMAN	PSMA1	Q9Y4K3	TRAF6_HUMAN	TRAF6	2	2	2	0	2
3335143	P25786	PSA1_HUMAN	PSMA1	Q5JR59	MTUS2_HUMAN	MTUS2	8	5	3	0	9
3335146	P25786	PSA1_HUMAN	PSMA1	P36406	TRI23_HUMAN	TRIM23	7	5	2	0	7
3421393	P25786	PSA1_HUMAN	PSMA1	Q9UNM6	PSD13_HUMAN	PSMD13	4	3	3	0	4
3423742	P25786	PSA1_HUMAN	PSMA1	Q15008	PSMD6_HUMAN	PSMD6	4	3	4	0	4
3679274	P25786	PSA1_HUMAN	PSMA1	Q13200	PSMD2_HUMAN	PSMD2	3	2	3	0	3
3679275	P25786	PSA1_HUMAN	PSMA1	P35998	PRS7_HUMAN	PSMC2	3	2	3	0	3
3687425	P25786	PSA1_HUMAN	PSMA1	P62195	PRS8_HUMAN	PSMC5	4	2	4	0	5
3687426	P25786	PSA1_HUMAN	PSMA1	Q06323	PSME1_HUMAN	PSME1	4	2	4	0	6
3703747	P25786	PSA1_HUMAN	PSMA1	P51665	PSMD7_HUMAN	PSMD7	4	2	3	0	4
3708027	P25786	PSA1_HUMAN	PSMA1	P28062	PSB8_HUMAN	PSMB8	4	1	4	0	4
3708028	P25786	PSA1_HUMAN	PSMA1	P28065	PSB9_HUMAN	PSMB9	3	3	3	0	4
3729253	P25786	PSA1_HUMAN	PSMA1	O00231	PSD11_HUMAN	PSMD11	2	1	2	0	2
3729257	P25786	PSA1_HUMAN	PSMA1	O00232	PSD12_HUMAN	PSMD12	2	1	2	0	2
3729385	P25786	PSA1_HUMAN	PSMA1	Q99460	PSMD1_HUMAN	PSMD1	2	1	2	0	2
3729388	P25786	PSA1_HUMAN	PSMA1	P48556	PSMD8_HUMAN	PSMD8	2	1	2	0	2
3729390	P25786	PSA1_HUMAN	PSMA1	O43242	PSMD3_HUMAN	PSMD3	2	1	2	0	2
3729424	P25786	PSA1_HUMAN	PSMA1	P55036	PSMD4_HUMAN	PSMD4	3	2	3	0	3
3729478	P25786	PSA1_HUMAN	PSMA1	P61289	PSME3_HUMAN	PSME3	2	2	2	0	2
3729525	P25786	PSA1_HUMAN	PSMA1	Q9UL46	PSME2_HUMAN	PSME2	2	2	2	0	3
3729685	P25786	PSA1_HUMAN	PSMA1	Q16401	PSMD5_HUMAN	PSMD5	2	1	2	0	2
3729897	P25786	PSA1_HUMAN	PSMA1	Q8TAA3	PSA7L_HUMAN	PSMA8	2	1	2	0	2
3776731	P25786	PSA1_HUMAN	PSMA1	Q16186	ADRM1_HUMAN	ADRM1	2	2	2	0	2
3808675	P25786	PSA1_HUMAN	PSMA1	Q14997	PSME4_HUMAN	PSME4	2	2	2	0	3
3808677	P25786	PSA1_HUMAN	PSMA1	Q969U7	PSMG2_HUMAN	PSMG2	2	2	2	0	3
3316333	P25787	PSA2_HUMAN	PSMA2	P25788	PSA3_HUMAN	PSMA3	14	5	10	2	17
3322129	P25787	PSA2_HUMAN	PSMA2	P49721	PSB2_HUMAN	PSMB2	13	5	9	0	14
3322130	P25787	PSA2_HUMAN	PSMA2	P25786	PSA1_HUMAN	PSMA1	2	2	2	0	3
3322131	P25787	PSA2_HUMAN	PSMA2	P28072	PSB6_HUMAN	PSMB6	11	4	7	1	12
3322132	P25787	PSA2_HUMAN	PSMA2	P49720	PSB3_HUMAN	PSMB3	12	4	8	2	13
3322133	P25787	PSA2_HUMAN	PSMA2	P20618	PSB1_HUMAN	PSMB1	12	4	8	0	13
3322134	P25787	PSA2_HUMAN	PSMA2	P28066	PSA5_HUMAN	PSMA5	11	4	7	0	12
3322135	P25787	PSA2_HUMAN	PSMA2	P40306	PSB10_HUMAN	PSMB10	6	5	4	0	6
3322137	P25787	PSA2_HUMAN	PSMA2	P28070	PSB4_HUMAN	PSMB4	13	4	9	0	15
3322138	P25787	PSA2_HUMAN	PSMA2	Q99436	PSB7_HUMAN	PSMB7	12	4	8	2	14
3322139	P25787	PSA2_HUMAN	PSMA2	P28065	PSB9_HUMAN	PSMB9	7	4	5	0	8
3322140	P25787	PSA2_HUMAN	PSMA2	P28062	PSB8_HUMAN	PSMB8	9	4	7	0	9
3322141	P25787	PSA2_HUMAN	PSMA2	P28074	PSB5_HUMAN	PSMB5	10	5	9	0	11
3327127	P25787	PSA2_HUMAN	PSMA2	P55036	PSMD4_HUMAN	PSMD4	4	3	4	0	4
3423019	P25787	PSA2_HUMAN	PSMA2	Q15008	PSMD6_HUMAN	PSMD6	5	3	4	0	5
3573270	P25787	PSA2_HUMAN	PSMA2	Q9UHD9	UBQL2_HUMAN	UBQLN2	2	2	2	0	2
3661925	P25787	PSA2_HUMAN	PSMA2	Q13616	CUL1_HUMAN	CUL1	3	1	3	0	3
3686280	P25787	PSA2_HUMAN	PSMA2	P25787	PSA2_HUMAN	PSMA2	3	2	2	0	3
3709826	P25787	PSA2_HUMAN	PSMA2	P35998	PRS7_HUMAN	PSMC2	3	2	3	0	3
3709827	P25787	PSA2_HUMAN	PSMA2	P43686	PRS6B_HUMAN	PSMC4	3	2	3	0	3
3709828	P25787	PSA2_HUMAN	PSMA2	P62333	PRS10_HUMAN	PSMC6	2	2	2	0	2
3709829	P25787	PSA2_HUMAN	PSMA2	P17980	PRS6A_HUMAN	PSMC3	3	2	3	0	3
3709830	P25787	PSA2_HUMAN	PSMA2	P62195	PRS8_HUMAN	PSMC5	2	2	2	0	2
3709831	P25787	PSA2_HUMAN	PSMA2	Q13200	PSMD2_HUMAN	PSMD2	3	2	3	0	3
3709832	P25787	PSA2_HUMAN	PSMA2	Q99460	PSMD1_HUMAN	PSMD1	3	2	3	0	3
3709833	P25787	PSA2_HUMAN	PSMA2	O43242	PSMD3_HUMAN	PSMD3	3	2	3	0	3
3709834	P25787	PSA2_HUMAN	PSMA2	O00232	PSD12_HUMAN	PSMD12	3	2	3	0	3
3709835	P25787	PSA2_HUMAN	PSMA2	O00231	PSD11_HUMAN	PSMD11	2	2	2	0	2
3709836	P25787	PSA2_HUMAN	PSMA2	P51665	PSMD7_HUMAN	PSMD7	3	2	3	0	3
3709837	P25787	PSA2_HUMAN	PSMA2	Q9UNM6	PSD13_HUMAN	PSMD13	3	2	3	0	3
3709838	P25787	PSA2_HUMAN	PSMA2	O00487	PSDE_HUMAN	PSMD14	3	2	3	0	3
3709839	P25787	PSA2_HUMAN	PSMA2	P48556	PSMD8_HUMAN	PSMD8	3	2	3	0	3
3709842	P25787	PSA2_HUMAN	PSMA2	Q9UL46	PSME2_HUMAN	PSME2	2	2	2	0	2
3709843	P25787	PSA2_HUMAN	PSMA2	Q14997	PSME4_HUMAN	PSME4	2	2	2	0	2
3709857	P25787	PSA2_HUMAN	PSMA2	O95456	PSMG1_HUMAN	PSMG1	2	1	2	0	2
3709858	P25787	PSA2_HUMAN	PSMA2	Q969U7	PSMG2_HUMAN	PSMG2	2	2	2	0	2
3709859	P25787	PSA2_HUMAN	PSMA2	Q9BT73	PSMG3_HUMAN	PSMG3	3	2	2	0	3
3709863	P25787	PSA2_HUMAN	PSMA2	P55072	TERA_HUMAN	VCP	2	2	2	0	2
3729579	P25787	PSA2_HUMAN	PSMA2	Q16401	PSMD5_HUMAN	PSMD5	2	1	2	0	2
3729898	P25787	PSA2_HUMAN	PSMA2	Q8TAA3	PSA7L_HUMAN	PSMA8	2	1	2	0	2
3316332	P25788	PSA3_HUMAN	PSMA3	P25789	PSA4_HUMAN	PSMA4	8	5	6	0	14
3360515	P25788	PSA3_HUMAN	PSMA3	P25788	PSA3_HUMAN	PSMA3	3	2	2	0	4
3368015	P25788	PSA3_HUMAN	PSMA3	Q00987	MDM2_HUMAN	MDM2	2	2	2	0	3
3420599	P25788	PSA3_HUMAN	PSMA3	Q9UNM6	PSD13_HUMAN	PSMD13	4	3	3	0	4
3422860	P25788	PSA3_HUMAN	PSMA3	Q15008	PSMD6_HUMAN	PSMD6	3	2	3	0	3
3427305	P25788	PSA3_HUMAN	PSMA3	Q6IPM2	IQCE_HUMAN	IQCE	5	4	2	0	5
3438555	P25788	PSA3_HUMAN	PSMA3	P28070	PSB4_HUMAN	PSMB4	8	6	5	2	8
3558258	P25788	PSA3_HUMAN	PSMA3	P38936	CDN1A_HUMAN	CDKN1A	5	3	3	0	5
3564320	P25788	PSA3_HUMAN	PSMA3	Q96GD4	AURKB_HUMAN	AURKB	4	3	2	0	5
3684505	P25788	PSA3_HUMAN	PSMA3	P17980	PRS6A_HUMAN	PSMC3	4	2	4	0	4
3684560	P25788	PSA3_HUMAN	PSMA3	P43686	PRS6B_HUMAN	PSMC4	3	2	3	0	3
3684595	P25788	PSA3_HUMAN	PSMA3	Q99460	PSMD1_HUMAN	PSMD1	3	2	3	0	3
3704494	P25788	PSA3_HUMAN	PSMA3	P28066	PSA5_HUMAN	PSMA5	4	2	4	0	4
3723338	P25788	PSA3_HUMAN	PSMA3	P28065	PSB9_HUMAN	PSMB9	2	2	2	0	2
3727641	P25788	PSA3_HUMAN	PSMA3	P20618	PSB1_HUMAN	PSMB1	3	1	3	0	3
3727643	P25788	PSA3_HUMAN	PSMA3	P49721	PSB2_HUMAN	PSMB2	3	1	3	0	3
3727646	P25788	PSA3_HUMAN	PSMA3	P49720	PSB3_HUMAN	PSMB3	3	1	3	0	3
3727654	P25788	PSA3_HUMAN	PSMA3	P28072	PSB6_HUMAN	PSMB6	3	1	3	1	3
3727659	P25788	PSA3_HUMAN	PSMA3	Q99436	PSB7_HUMAN	PSMB7	4	2	4	0	4
3727856	P25788	PSA3_HUMAN	PSMA3	Q13200	PSMD2_HUMAN	PSMD2	2	1	2	0	2
3728562	P25788	PSA3_HUMAN	PSMA3	O43242	PSMD3_HUMAN	PSMD3	2	1	2	0	2
3728772	P25788	PSA3_HUMAN	PSMA3	O00231	PSD11_HUMAN	PSMD11	2	1	2	0	2
3728901	P25788	PSA3_HUMAN	PSMA3	P48556	PSMD8_HUMAN	PSMD8	2	1	2	0	2
3729232	P25788	PSA3_HUMAN	PSMA3	P28062	PSB8_HUMAN	PSMB8	3	1	3	0	3
3729476	P25788	PSA3_HUMAN	PSMA3	P51665	PSMD7_HUMAN	PSMD7	2	1	2	0	2
3729899	P25788	PSA3_HUMAN	PSMA3	Q8TAA3	PSA7L_HUMAN	PSMA8	2	1	2	0	2
3316331	P25789	PSA4_HUMAN	PSMA4	P25787	PSA2_HUMAN	PSMA2	18	7	11	2	24
3316334	P25789	PSA4_HUMAN	PSMA4	O14818	PSA7_HUMAN	PSMA7	13	6	7	2	19
3318667	P25789	PSA4_HUMAN	PSMA4	P60900	PSA6_HUMAN	PSMA6	13	6	8	0	16
3318668	P25789	PSA4_HUMAN	PSMA4	P28066	PSA5_HUMAN	PSMA5	8	4	5	1	8
3622083	P25789	PSA4_HUMAN	PSMA4	P35998	PRS7_HUMAN	PSMC2	3	2	3	0	3
3622085	P25789	PSA4_HUMAN	PSMA4	P51665	PSMD7_HUMAN	PSMD7	3	2	3	0	3
3627659	P25789	PSA4_HUMAN	PSMA4	P25963	IKBA_HUMAN	NFKBIA	2	2	2	0	3
3661924	P25789	PSA4_HUMAN	PSMA4	Q13616	CUL1_HUMAN	CUL1	2	1	2	0	2
3704495	P25789	PSA4_HUMAN	PSMA4	P20618	PSB1_HUMAN	PSMB1	5	2	5	0	5
3704496	P25789	PSA4_HUMAN	PSMA4	P28070	PSB4_HUMAN	PSMB4	5	2	5	0	6
3704497	P25789	PSA4_HUMAN	PSMA4	P28074	PSB5_HUMAN	PSMB5	4	2	4	0	4
3704498	P25789	PSA4_HUMAN	PSMA4	P28072	PSB6_HUMAN	PSMB6	4	2	4	0	4
3704499	P25789	PSA4_HUMAN	PSMA4	P28062	PSB8_HUMAN	PSMB8	5	2	5	0	5
3704500	P25789	PSA4_HUMAN	PSMA4	P28065	PSB9_HUMAN	PSMB9	2	1	2	0	3
3727644	P25789	PSA4_HUMAN	PSMA4	P49721	PSB2_HUMAN	PSMB2	4	2	4	2	4
3727647	P25789	PSA4_HUMAN	PSMA4	P49720	PSB3_HUMAN	PSMB3	4	2	4	2	4
3729267	P25789	PSA4_HUMAN	PSMA4	Q99460	PSMD1_HUMAN	PSMD1	2	1	2	0	2
3729272	P25789	PSA4_HUMAN	PSMA4	Q13200	PSMD2_HUMAN	PSMD2	2	1	2	0	2
3729280	P25789	PSA4_HUMAN	PSMA4	P48556	PSMD8_HUMAN	PSMD8	2	1	2	0	2
3729407	P25789	PSA4_HUMAN	PSMA4	O00232	PSD12_HUMAN	PSMD12	2	1	2	0	2
3729412	P25789	PSA4_HUMAN	PSMA4	Q9UNM6	PSD13_HUMAN	PSMD13	2	1	2	0	2
3729440	P25789	PSA4_HUMAN	PSMA4	Q15008	PSMD6_HUMAN	PSMD6	2	1	2	0	2
3729554	P25789	PSA4_HUMAN	PSMA4	P55036	PSMD4_HUMAN	PSMD4	2	1	2	0	2
3729645	P25789	PSA4_HUMAN	PSMA4	O00487	PSDE_HUMAN	PSMD14	3	2	3	0	3
3729795	P25789	PSA4_HUMAN	PSMA4	O43242	PSMD3_HUMAN	PSMD3	2	1	2	0	2
3729827	P25789	PSA4_HUMAN	PSMA4	Q16401	PSMD5_HUMAN	PSMD5	2	1	2	0	2
3729900	P25789	PSA4_HUMAN	PSMA4	Q8TAA3	PSA7L_HUMAN	PSMA8	2	1	2	0	2
3738827	P25789	PSA4_HUMAN	PSMA4	P55072	TERA_HUMAN	VCP	2	1	2	0	2
